,rank,change,name,service,genre
32,33,(+2),쿠키런: 오븐브레이크,Devsisters Corporation,아케이드
33,34,(-1),마블 퓨처파이트,Netmarble,롤플레잉
34,35,(-5),오늘도 우라라 원시 헌팅 라이프,X.D. Global,롤플레잉
35,36,(-13),세븐나이츠 for kakao,Netmarble,롤플레잉
36,37,(+2),라플라스M,Zilong Game Limited,롤플레잉
37,38,(-2),라그나로크M: 영원한 사랑,"GRAVITY Co., Ltd.",롤플레잉
38,39,(-1),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
39,40,(-),소녀전선,X.D. Global,롤플레잉
0,1,(-),리니지2M,NCSOFT Corporation,롤플레잉
1,2,(-),브롤스타즈,Supercell,액션
2,3,(-),V4,NEXON Company,롤플레잉
3,4,(-),리니지M,NCSOFT Corporation,롤플레잉
4,5,(-),ROBLOX,Roblox Corporation,어드벤처
5,6,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
6,7,(-),달빛조각사,Kakao Games Corp.,롤플레잉
7,8,(-),라이즈 오브 킹덤즈,Lilith Games,전략
8,9,(-),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
9,10,(-),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
10,11,(-),엑소스 히어로즈,LINE Games,롤플레잉
11,12,(-),메이플스토리M,NEXON Company,롤플레잉
12,13,(+1),포켓몬고,"Niantic, Inc.",어드벤처
13,14,(-1),리니지2 레볼루션,Netmarble,롤플레잉
14,15,(-),좀비고등학교,AWESOMEPIECE,아케이드
15,16,(+1),클래시 로얄,Supercell,전략
16,17,(+1),배틀그라운드 모바일,PUBG CORPORATION,액션
17,18,(-2),블레이드&소울 레볼루션,Netmarble,롤플레잉
18,19,(+9),붕괴3rd,miHoYo Limited,액션
19,20,(-1),랑그릿사,ZlongGames,전략
20,21,(+10),샤이닝라이트,Eyougame Inc.,롤플레잉
21,22,(-2),라스트오리진,smart joy,롤플레잉
22,23,(-1),제5인격,X.D. Global,어드벤처
23,24,(-3),기적의 검,4399 KOREA,롤플레잉
24,25,(-2),클래시 오브 클랜,Supercell,전략
25,26,(-),에픽세븐,Smilegate Megaport,롤플레잉
26,27,(-),궁수의 전설,Habby,액션
27,28,(-3),에오스 레드,BluePotion Games,롤플레잉
28,29,(-),무한의계단,NFLY STUDIO,아케이드
29,30,(+4),마블 퓨처파이트,Netmarble,롤플레잉
30,31,(-1),모두의마블 for kakao,Netmarble,보드
31,32,(+1),쿠키런: 오븐브레이크,Devsisters Corporation,아케이드
32,33,(-1),냥코 대전쟁,PONOS Corporation,캐주얼 게임
33,34,(+2),세븐나이츠 for kakao,Netmarble,롤플레잉
34,35,(NEW),뇌명천하,4399 KOREA,롤플레잉
35,36,(+1),라플라스M,Zilong Game Limited,롤플레잉
36,37,(+1),라그나로크M: 영원한 사랑,"GRAVITY Co., Ltd.",롤플레잉
37,38,(+2),소녀전선,X.D. Global,롤플레잉
38,39,(-),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
39,40,(NEW),킹스레이드,Vespa Inc.,롤플레잉
0,1,(-),리니지2M,NCSOFT Corporation,롤플레잉
1,2,(NEW),명일방주,Yostar Limited.,전략
2,3,(-1),브롤스타즈,Supercell,액션
3,4,(-),리니지M,NCSOFT Corporation,롤플레잉
4,5,(-),ROBLOX,Roblox Corporation,어드벤처
5,6,(-3),V4,NEXON Company,롤플레잉
6,7,(-1),검은사막 모바일,PEARL ABYSS,롤플레잉
7,8,(-1),달빛조각사,Kakao Games Corp.,롤플레잉
8,9,(-1),라이즈 오브 킹덤즈,Lilith Games,전략
9,10,(-1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
10,11,(-1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
11,12,(-),메이플스토리M,NEXON Company,롤플레잉
12,13,(+1),리니지2 레볼루션,Netmarble,롤플레잉
13,14,(-3),엑소스 히어로즈,LINE Games,롤플레잉
14,15,(-2),포켓몬고,"Niantic, Inc.",어드벤처
15,16,(-1),좀비고등학교,AWESOMEPIECE,아케이드
16,17,(+4),샤이닝라이트,Eyougame Inc.,롤플레잉
17,18,(-1),배틀그라운드 모바일,PUBG CORPORATION,액션
18,19,(-3),클래시 로얄,Supercell,전략
19,20,(-),랑그릿사,ZlongGames,전략
20,21,(+2),제5인격,X.D. Global,어드벤처
21,22,(-),라스트오리진,smart joy,롤플레잉
22,23,(-5),블레이드&소울 레볼루션,Netmarble,롤플레잉
23,24,(NEW),페이트 그랜드 오더,Netmarble,롤플레잉
24,25,(-1),기적의 검,4399 KOREA,롤플레잉
25,26,(-7),붕괴3rd,miHoYo Limited,액션
26,27,(-),궁수의 전설,Habby,액션
27,28,(-2),에픽세븐,Smilegate Megaport,롤플레잉
28,29,(-1),에오스 레드,BluePotion Games,롤플레잉
29,30,(-1),무한의계단,NFLY STUDIO,아케이드
30,31,(+1),쿠키런: 오븐브레이크,Devsisters Corporation,아케이드
31,32,(-2),마블 퓨처파이트,Netmarble,롤플레잉
32,33,(-2),모두의마블 for kakao,Netmarble,보드
33,34,(-9),클래시 오브 클랜,Supercell,전략
34,35,(-2),냥코 대전쟁,PONOS Corporation,캐주얼 게임
35,36,(NEW),원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,롤플레잉
36,37,(-),라그나로크M: 영원한 사랑,"GRAVITY Co., Ltd.",롤플레잉
37,38,(-),소녀전선,X.D. Global,롤플레잉
38,39,(-3),라플라스M,Zilong Game Limited,롤플레잉
39,40,(-6),세븐나이츠 for kakao,Netmarble,롤플레잉
0,1,(-),리니지2M,NCSOFT Corporation,롤플레잉
1,2,(-),명일방주,Yostar Limited.,전략
2,3,(-),브롤스타즈,Supercell,액션
3,4,(-),리니지M,NCSOFT Corporation,롤플레잉
4,5,(-),ROBLOX,Roblox Corporation,어드벤처
5,6,(+2),달빛조각사,Kakao Games Corp.,롤플레잉
6,7,(-1),V4,NEXON Company,롤플레잉
7,8,(-1),검은사막 모바일,PEARL ABYSS,롤플레잉
8,9,(-),라이즈 오브 킹덤즈,Lilith Games,전략
9,10,(+1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
10,11,(+1),메이플스토리M,NEXON Company,롤플레잉
11,12,(-2),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
12,13,(-),리니지2 레볼루션,Netmarble,롤플레잉
13,14,(-),엑소스 히어로즈,LINE Games,롤플레잉
14,15,(+1),좀비고등학교,AWESOMEPIECE,아케이드
15,16,(+1),샤이닝라이트,Eyougame Inc.,롤플레잉
16,17,(-2),포켓몬고,"Niantic, Inc.",어드벤처
17,18,(-),배틀그라운드 모바일,PUBG CORPORATION,액션
18,19,(-),클래시 로얄,Supercell,전략
19,20,(-),랑그릿사,ZlongGames,전략
20,21,(-),제5인격,X.D. Global,어드벤처
21,22,(+4),붕괴3rd,miHoYo Limited,액션
22,23,(-),블레이드&소울 레볼루션,Netmarble,롤플레잉
23,24,(-2),라스트오리진,smart joy,롤플레잉
24,25,(-1),페이트 그랜드 오더,Netmarble,롤플레잉
25,26,(+14),세븐나이츠 for kakao,Netmarble,롤플레잉
26,27,(+7),클래시 오브 클랜,Supercell,전략
27,28,(-3),기적의 검,4399 KOREA,롤플레잉
28,29,(-1),에픽세븐,Smilegate Megaport,롤플레잉
29,30,(+1),쿠키런: 오븐브레이크,Devsisters Corporation,아케이드
30,31,(-1),무한의계단,NFLY STUDIO,아케이드
31,32,(-5),궁수의 전설,Habby,액션
32,33,(-),모두의마블 for kakao,Netmarble,보드
33,34,(-5),에오스 레드,BluePotion Games,롤플레잉
34,35,(-),냥코 대전쟁,PONOS Corporation,캐주얼 게임
35,36,(-4),마블 퓨처파이트,Netmarble,롤플레잉
36,37,(-),라그나로크M: 영원한 사랑,"GRAVITY Co., Ltd.",롤플레잉
37,38,(-),소녀전선,X.D. Global,롤플레잉
38,39,(NEW),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
39,40,(NEW),로한M,PLAYWITH Inc.,롤플레잉
0,1,(-),리니지2M,NCSOFT Corporation,롤플레잉
1,2,(-),명일방주,Yostar Limited.,전략
2,3,(+1),리니지M,NCSOFT Corporation,롤플레잉
3,4,(-1),브롤스타즈,Supercell,액션
4,5,(-),ROBLOX,Roblox Corporation,어드벤처
5,6,(-),달빛조각사,Kakao Games Corp.,롤플레잉
6,7,(-),V4,NEXON Company,롤플레잉
7,8,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
8,9,(-),라이즈 오브 킹덤즈,Lilith Games,전략
9,10,(+1),메이플스토리M,NEXON Company,롤플레잉
10,11,(+1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
11,12,(-2),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
12,13,(-),리니지2 레볼루션,Netmarble,롤플레잉
13,14,(+1),좀비고등학교,AWESOMEPIECE,아케이드
14,15,(-1),엑소스 히어로즈,LINE Games,롤플레잉
15,16,(+1),포켓몬고,"Niantic, Inc.",어드벤처
16,17,(+1),배틀그라운드 모바일,PUBG CORPORATION,액션
17,18,(-2),샤이닝라이트,Eyougame Inc.,롤플레잉
18,19,(-),클래시 로얄,Supercell,전략
19,20,(+3),블레이드&소울 레볼루션,Netmarble,롤플레잉
20,21,(-),제5인격,X.D. Global,어드벤처
21,22,(-2),랑그릿사,ZlongGames,전략
22,23,(+1),라스트오리진,smart joy,롤플레잉
23,24,(-2),붕괴3rd,miHoYo Limited,액션
24,25,(+1),세븐나이츠 for kakao,Netmarble,롤플레잉
25,26,(-1),페이트 그랜드 오더,Netmarble,롤플레잉
26,27,(-),클래시 오브 클랜,Supercell,전략
27,28,(-),기적의 검,4399 KOREA,롤플레잉
28,29,(+4),모두의마블 for kakao,Netmarble,보드
29,30,(-1),에픽세븐,Smilegate Megaport,롤플레잉
30,31,(-1),쿠키런: 오븐브레이크,Devsisters Corporation,아케이드
31,32,(+7),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
32,33,(+2),냥코 대전쟁,PONOS Corporation,캐주얼 게임
33,34,(-),에오스 레드,BluePotion Games,롤플레잉
34,35,(+1),마블 퓨처파이트,Netmarble,롤플레잉
35,36,(-5),무한의계단,NFLY STUDIO,아케이드
36,37,(-5),궁수의 전설,Habby,액션
37,38,(NEW),원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,롤플레잉
38,39,(NEW),헌드레드 소울,HOUND 13,액션
39,40,(-2),소녀전선,X.D. Global,롤플레잉
0,1,(-),리니지2M,NCSOFT Corporation,롤플레잉
1,2,(-),명일방주,Yostar Limited.,전략
2,3,(-),리니지M,NCSOFT Corporation,롤플레잉
3,4,(-),브롤스타즈,Supercell,액션
4,5,(-),ROBLOX,Roblox Corporation,어드벤처
5,6,(+1),V4,NEXON Company,롤플레잉
6,7,(-1),달빛조각사,Kakao Games Corp.,롤플레잉
7,8,(NEW),카운터사이드,NEXON Company,롤플레잉
8,9,(-1),검은사막 모바일,PEARL ABYSS,롤플레잉
9,10,(-1),라이즈 오브 킹덤즈,Lilith Games,전략
10,11,(-1),메이플스토리M,NEXON Company,롤플레잉
11,12,(-1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
12,13,(-1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
13,14,(-1),리니지2 레볼루션,Netmarble,롤플레잉
14,15,(+1),포켓몬고,"Niantic, Inc.",어드벤처
15,16,(-2),좀비고등학교,AWESOMEPIECE,아케이드
16,17,(-),배틀그라운드 모바일,PUBG CORPORATION,액션
17,18,(-3),엑소스 히어로즈,LINE Games,롤플레잉
18,19,(+1),블레이드&소울 레볼루션,Netmarble,롤플레잉
19,20,(-1),클래시 로얄,Supercell,전략
20,21,(-3),샤이닝라이트,Eyougame Inc.,롤플레잉
21,22,(-1),제5인격,X.D. Global,어드벤처
22,23,(-1),랑그릿사,ZlongGames,전략
23,24,(-1),라스트오리진,smart joy,롤플레잉
24,25,(-1),붕괴3rd,miHoYo Limited,액션
25,26,(-1),세븐나이츠 for kakao,Netmarble,롤플레잉
26,27,(-),클래시 오브 클랜,Supercell,전략
27,28,(+1),모두의마블 for kakao,Netmarble,보드
28,29,(+3),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
29,30,(-4),페이트 그랜드 오더,Netmarble,롤플레잉
30,31,(-),쿠키런: 오븐브레이크,Devsisters Corporation,아케이드
31,32,(-4),기적의 검,4399 KOREA,롤플레잉
32,33,(+6),헌드레드 소울,HOUND 13,액션
33,34,(-1),냥코 대전쟁,PONOS Corporation,캐주얼 게임
34,35,(-5),에픽세븐,Smilegate Megaport,롤플레잉
35,36,(-2),에오스 레드,BluePotion Games,롤플레잉
36,37,(-1),무한의계단,NFLY STUDIO,아케이드
37,38,(-1),궁수의 전설,Habby,액션
38,39,(-4),마블 퓨처파이트,Netmarble,롤플레잉
39,40,(NEW),스카이피아,ICEBIRD GAME,롤플레잉
0,1,(-),리니지2M,NCSOFT Corporation,롤플레잉
1,2,(+1),리니지M,NCSOFT Corporation,롤플레잉
2,3,(+3),V4,NEXON Company,롤플레잉
3,4,(-),브롤스타즈,Supercell,액션
4,5,(-),ROBLOX,Roblox Corporation,어드벤처
5,6,(+1),달빛조각사,Kakao Games Corp.,롤플레잉
6,7,(+1),카운터사이드,NEXON Company,롤플레잉
7,8,(-6),명일방주,Yostar Limited.,전략
8,9,(NEW),이사만루3,GONGGAMES Corp.,스포츠
9,10,(-),라이즈 오브 킹덤즈,Lilith Games,전략
10,11,(-2),검은사막 모바일,PEARL ABYSS,롤플레잉
11,12,(-1),메이플스토리M,NEXON Company,롤플레잉
12,13,(-1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
13,14,(+2),좀비고등학교,AWESOMEPIECE,아케이드
14,15,(NEW),AFK 아레나,Lilith Games,롤플레잉
15,16,(-3),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
16,17,(-2),포켓몬고,"Niantic, Inc.",어드벤처
17,18,(-1),배틀그라운드 모바일,PUBG CORPORATION,액션
18,19,(-5),리니지2 레볼루션,Netmarble,롤플레잉
19,20,(-2),엑소스 히어로즈,LINE Games,롤플레잉
20,21,(-2),블레이드&소울 레볼루션,Netmarble,롤플레잉
21,22,(-2),클래시 로얄,Supercell,전략
22,23,(+1),라스트오리진,smart joy,롤플레잉
23,24,(-1),랑그릿사,ZlongGames,전략
24,25,(-3),제5인격,X.D. Global,어드벤처
25,26,(-1),붕괴3rd,miHoYo Limited,액션
26,27,(-1),세븐나이츠 for kakao,Netmarble,롤플레잉
27,28,(-7),샤이닝라이트,Eyougame Inc.,롤플레잉
28,29,(-1),모두의마블 for kakao,Netmarble,보드
29,30,(-1),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
30,31,(-4),클래시 오브 클랜,Supercell,전략
31,32,(+1),헌드레드 소울,HOUND 13,액션
32,33,(-3),페이트 그랜드 오더,Netmarble,롤플레잉
33,34,(-2),기적의 검,4399 KOREA,롤플레잉
34,35,(-4),쿠키런: 오븐브레이크,Devsisters Corporation,아케이드
35,36,(-2),냥코 대전쟁,PONOS Corporation,캐주얼 게임
36,37,(-2),에픽세븐,Smilegate Megaport,롤플레잉
37,38,(+2),스카이피아,ICEBIRD GAME,롤플레잉
38,39,(-3),에오스 레드,BluePotion Games,롤플레잉
39,40,(-2),궁수의 전설,Habby,액션
0,1,(+1),리니지M,NCSOFT Corporation,롤플레잉
1,2,(+1),V4,NEXON Company,롤플레잉
2,3,(-2),리니지2M,NCSOFT Corporation,롤플레잉
3,4,(+1),ROBLOX,Roblox Corporation,어드벤처
4,5,(-1),브롤스타즈,Supercell,액션
5,6,(+1),카운터사이드,NEXON Company,롤플레잉
6,7,(+2),이사만루3,GONGGAMES Corp.,스포츠
7,8,(+7),AFK 아레나,Lilith Games,롤플레잉
8,9,(-1),명일방주,Yostar Limited.,전략
9,10,(-4),달빛조각사,Kakao Games Corp.,롤플레잉
10,11,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
11,12,(-2),라이즈 오브 킹덤즈,Lilith Games,전략
12,13,(-1),메이플스토리M,NEXON Company,롤플레잉
13,14,(-1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
14,15,(-1),좀비고등학교,AWESOMEPIECE,아케이드
15,16,(+1),포켓몬고,"Niantic, Inc.",어드벤처
16,17,(-1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
17,18,(-),배틀그라운드 모바일,PUBG CORPORATION,액션
18,19,(-),리니지2 레볼루션,Netmarble,롤플레잉
19,20,(-),엑소스 히어로즈,LINE Games,롤플레잉
20,21,(+2),라스트오리진,smart joy,롤플레잉
21,22,(-1),블레이드&소울 레볼루션,Netmarble,롤플레잉
22,23,(-1),클래시 로얄,Supercell,전략
23,24,(-),랑그릿사,ZlongGames,전략
24,25,(-),제5인격,X.D. Global,어드벤처
25,26,(-),붕괴3rd,miHoYo Limited,액션
26,27,(-),세븐나이츠 for kakao,Netmarble,롤플레잉
27,28,(+1),모두의마블 for kakao,Netmarble,보드
28,29,(+3),헌드레드 소울,HOUND 13,액션
29,30,(+1),클래시 오브 클랜,Supercell,전략
30,31,(-1),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
31,32,(+1),페이트 그랜드 오더,Netmarble,롤플레잉
32,33,(+3),냥코 대전쟁,PONOS Corporation,캐주얼 게임
33,34,(+4),스카이피아,ICEBIRD GAME,롤플레잉
34,35,(-1),기적의 검,4399 KOREA,롤플레잉
35,36,(-1),쿠키런: 오븐브레이크,Devsisters Corporation,아케이드
36,37,(-9),샤이닝라이트,Eyougame Inc.,롤플레잉
37,38,(-1),에픽세븐,Smilegate Megaport,롤플레잉
38,39,(-),에오스 레드,BluePotion Games,롤플레잉
39,40,(NEW),마블 퓨처파이트,Netmarble,롤플레잉
0,1,(-),리니지M,NCSOFT Corporation,롤플레잉
1,2,(-),V4,NEXON Company,롤플레잉
2,3,(-),리니지2M,NCSOFT Corporation,롤플레잉
3,4,(+5),명일방주,Yostar Limited.,전략
4,5,(-1),ROBLOX,Roblox Corporation,어드벤처
5,6,(-),카운터사이드,NEXON Company,롤플레잉
6,7,(-2),브롤스타즈,Supercell,액션
7,8,(-),AFK 아레나,Lilith Games,롤플레잉
8,9,(NEW),카오스모바일,(주)엑스엔게임즈,롤플레잉
9,10,(NEW),R5,"YOOZOO GAMES KOREA CO.,LTD.",롤플레잉
10,11,(-4),이사만루3,GONGGAMES Corp.,스포츠
11,12,(-2),달빛조각사,Kakao Games Corp.,롤플레잉
12,13,(-2),검은사막 모바일,PEARL ABYSS,롤플레잉
13,14,(-2),라이즈 오브 킹덤즈,Lilith Games,전략
14,15,(-2),메이플스토리M,NEXON Company,롤플레잉
15,16,(-1),좀비고등학교,AWESOMEPIECE,아케이드
16,17,(-3),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
17,18,(-2),포켓몬고,"Niantic, Inc.",어드벤처
18,19,(-2),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
19,20,(-2),배틀그라운드 모바일,PUBG CORPORATION,액션
20,21,(+1),블레이드&소울 레볼루션,Netmarble,롤플레잉
21,22,(-3),리니지2 레볼루션,Netmarble,롤플레잉
22,23,(-2),라스트오리진,smart joy,롤플레잉
23,24,(-1),클래시 로얄,Supercell,전략
24,25,(-5),엑소스 히어로즈,LINE Games,롤플레잉
25,26,(-1),제5인격,X.D. Global,어드벤처
26,27,(-3),랑그릿사,ZlongGames,전략
27,28,(-1),세븐나이츠 for kakao,Netmarble,롤플레잉
28,29,(-3),붕괴3rd,miHoYo Limited,액션
29,30,(-2),모두의마블 for kakao,Netmarble,보드
30,31,(-1),클래시 오브 클랜,Supercell,전략
31,32,(+1),냥코 대전쟁,PONOS Corporation,캐주얼 게임
32,33,(+3),쿠키런: 오븐브레이크,Devsisters Corporation,아케이드
33,34,(-2),페이트 그랜드 오더,Netmarble,롤플레잉
34,35,(-1),스카이피아,ICEBIRD GAME,롤플레잉
35,36,(-1),기적의 검,4399 KOREA,롤플레잉
36,37,(-8),헌드레드 소울,HOUND 13,액션
37,38,(-7),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
38,39,(-1),에픽세븐,Smilegate Megaport,롤플레잉
39,40,(NEW),궁수의 전설,Habby,액션
0,1,(+2),리니지2M,NCSOFT Corporation,롤플레잉
1,2,(-1),리니지M,NCSOFT Corporation,롤플레잉
2,3,(NEW),테라 히어로,Red Sahara Studio Inc.,롤플레잉
3,4,(-2),V4,NEXON Company,롤플레잉
4,5,(+3),AFK 아레나,Lilith Games,롤플레잉
5,6,(-1),ROBLOX,Roblox Corporation,어드벤처
6,7,(-),브롤스타즈,Supercell,액션
7,8,(+1),카오스모바일,(주)엑스엔게임즈,롤플레잉
8,9,(-3),카운터사이드,NEXON Company,롤플레잉
9,10,(-),R5,"YOOZOO GAMES KOREA CO.,LTD.",롤플레잉
10,11,(+2),검은사막 모바일,PEARL ABYSS,롤플레잉
11,12,(-),달빛조각사,Kakao Games Corp.,롤플레잉
12,13,(-2),이사만루3,GONGGAMES Corp.,스포츠
13,14,(+2),좀비고등학교,AWESOMEPIECE,아케이드
14,15,(-1),라이즈 오브 킹덤즈,Lilith Games,전략
15,16,(-12),명일방주,Yostar Limited.,전략
16,17,(-2),메이플스토리M,NEXON Company,롤플레잉
17,18,(-1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
18,19,(-1),포켓몬고,"Niantic, Inc.",어드벤처
19,20,(-),배틀그라운드 모바일,PUBG CORPORATION,액션
20,21,(-2),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
21,22,(NEW),랜덤 다이스,royaldice,전략
22,23,(-2),블레이드&소울 레볼루션,Netmarble,롤플레잉
23,24,(-2),리니지2 레볼루션,Netmarble,롤플레잉
24,25,(-1),클래시 로얄,Supercell,전략
25,26,(-3),라스트오리진,smart joy,롤플레잉
26,27,(-2),엑소스 히어로즈,LINE Games,롤플레잉
27,28,(+2),모두의마블 for kakao,Netmarble,보드
28,29,(-3),제5인격,X.D. Global,어드벤처
29,30,(-2),세븐나이츠 for kakao,Netmarble,롤플레잉
30,31,(-4),랑그릿사,ZlongGames,전략
31,32,(-3),붕괴3rd,miHoYo Limited,액션
32,33,(-2),클래시 오브 클랜,Supercell,전략
33,34,(-1),쿠키런: 오븐브레이크,Devsisters Corporation,아케이드
34,35,(-3),냥코 대전쟁,PONOS Corporation,캐주얼 게임
35,36,(NEW),라이프애프터,X.D. Global,어드벤처
36,37,(+2),에픽세븐,Smilegate Megaport,롤플레잉
37,38,(-2),기적의 검,4399 KOREA,롤플레잉
38,39,(NEW),원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,롤플레잉
39,40,(NEW),샤이닝라이트,Eyougame Inc.,롤플레잉
0,1,(NEW),A3: 스틸얼라이브,Netmarble,롤플레잉
1,2,(+1),테라 히어로,Red Sahara Studio Inc.,롤플레잉
2,3,(-2),리니지2M,NCSOFT Corporation,롤플레잉
3,4,(+1),AFK 아레나,Lilith Games,롤플레잉
4,5,(+1),ROBLOX,Roblox Corporation,어드벤처
5,6,(-4),리니지M,NCSOFT Corporation,롤플레잉
6,7,(+1),카오스모바일,(주)엑스엔게임즈,롤플레잉
7,8,(-1),브롤스타즈,Supercell,액션
8,9,(+1),R5,"YOOZOO GAMES KOREA CO.,LTD.",롤플레잉
9,10,(-6),V4,NEXON Company,롤플레잉
10,11,(-2),카운터사이드,NEXON Company,롤플레잉
11,12,(-1),검은사막 모바일,PEARL ABYSS,롤플레잉
12,13,(-1),달빛조각사,Kakao Games Corp.,롤플레잉
13,14,(-),좀비고등학교,AWESOMEPIECE,아케이드
14,15,(-),라이즈 오브 킹덤즈,Lilith Games,전략
15,16,(+1),메이플스토리M,NEXON Company,롤플레잉
16,17,(-1),명일방주,Yostar Limited.,전략
17,18,(+2),배틀그라운드 모바일,PUBG CORPORATION,액션
18,19,(-),포켓몬고,"Niantic, Inc.",어드벤처
19,20,(+1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
20,21,(+1),랜덤 다이스,royaldice,전략
21,22,(+1),블레이드&소울 레볼루션,Netmarble,롤플레잉
22,23,(+1),리니지2 레볼루션,Netmarble,롤플레잉
23,24,(-11),이사만루3,GONGGAMES Corp.,스포츠
24,25,(+1),라스트오리진,smart joy,롤플레잉
25,26,(-1),클래시 로얄,Supercell,전략
26,27,(-),엑소스 히어로즈,LINE Games,롤플레잉
27,28,(+2),세븐나이츠 for kakao,Netmarble,롤플레잉
28,29,(-),제5인격,X.D. Global,어드벤처
29,30,(-2),모두의마블 for kakao,Netmarble,보드
30,31,(-),랑그릿사,ZlongGames,전략
31,32,(-),붕괴3rd,miHoYo Limited,액션
32,33,(-),클래시 오브 클랜,Supercell,전략
33,34,(-),쿠키런: 오븐브레이크,Devsisters Corporation,아케이드
34,35,(-),냥코 대전쟁,PONOS Corporation,캐주얼 게임
35,36,(NEW),리치리치,U.LU Games,시뮬레이션
36,37,(NEW),페이트 그랜드 오더,Netmarble,롤플레잉
37,38,(+1),원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,롤플레잉
38,39,(-3),라이프애프터,X.D. Global,어드벤처
39,40,(-3),에픽세븐,Smilegate Megaport,롤플레잉
0,1,(-),A3: 스틸얼라이브,Netmarble,롤플레잉
1,2,(+1),리니지2M,NCSOFT Corporation,롤플레잉
2,3,(+1),AFK 아레나,Lilith Games,롤플레잉
3,4,(+1),ROBLOX,Roblox Corporation,어드벤처
4,5,(-3),테라 히어로,Red Sahara Studio Inc.,롤플레잉
5,6,(+2),브롤스타즈,Supercell,액션
6,7,(-),카오스모바일,(주)엑스엔게임즈,롤플레잉
7,8,(-2),리니지M,NCSOFT Corporation,롤플레잉
8,9,(-),R5,"YOOZOO GAMES KOREA CO.,LTD.",롤플레잉
9,10,(-),V4,NEXON Company,롤플레잉
10,11,(+2),달빛조각사,Kakao Games Corp.,롤플레잉
11,12,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
12,13,(-2),카운터사이드,NEXON Company,롤플레잉
13,14,(-),좀비고등학교,AWESOMEPIECE,아케이드
14,15,(+1),메이플스토리M,NEXON Company,롤플레잉
15,16,(-1),라이즈 오브 킹덤즈,Lilith Games,전략
16,17,(+1),배틀그라운드 모바일,PUBG CORPORATION,액션
17,18,(-),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
18,19,(NEW),전략적 팀 전투,"Riot Games, Inc",전략
19,20,(-),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
20,21,(-4),명일방주,Yostar Limited.,전략
21,22,(-3),포켓몬고,"Niantic, Inc.",어드벤처
22,23,(-2),랜덤 다이스,royaldice,전략
23,24,(-1),리니지2 레볼루션,Netmarble,롤플레잉
24,25,(-3),블레이드&소울 레볼루션,Netmarble,롤플레잉
25,26,(+2),세븐나이츠 for kakao,Netmarble,롤플레잉
26,27,(-1),클래시 로얄,Supercell,전략
27,28,(+1),제5인격,X.D. Global,어드벤처
28,29,(-4),라스트오리진,smart joy,롤플레잉
29,30,(-6),이사만루3,GONGGAMES Corp.,스포츠
30,31,(-1),모두의마블 for kakao,Netmarble,보드
31,32,(-5),엑소스 히어로즈,LINE Games,롤플레잉
32,33,(-2),랑그릿사,ZlongGames,전략
33,34,(-1),클래시 오브 클랜,Supercell,전략
34,35,(+1),리치리치,U.LU Games,시뮬레이션
35,36,(+2),원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,롤플레잉
36,37,(-2),냥코 대전쟁,PONOS Corporation,캐주얼 게임
37,38,(-6),붕괴3rd,miHoYo Limited,액션
