,column-1,column-1 2,column-3,column-4,column-5
7,8,(+2),오버워치,블리자드,FPS
8,9,(-1),서든어택,넥슨 코리아,FPS
9,10,(+1),천하제일상 거상,AK INTERACTIVE,롤플레잉
10,11,(-2),마인크래프트,모장,어드벤처
11,12,(-),리니지,엔씨소프트,롤플레잉
12,13,(-),테일즈런너,스마일게이트 메가포트,캐주얼 게임
13,14,(-),블레이드앤소울,엔씨소프트,롤플레잉
14,15,(-),사이퍼즈,넥슨 코리아,액션
15,16,(+1),검은사막,카카오게임즈,롤플레잉
16,17,(+1),아이온: 영원의 탑,엔씨소프트,롤플레잉
17,18,(-2),아스텔리아,NEXON Company,MMORPG
18,19,(-),크레이지 아케이드 비엔비,넥슨 코리아,캐주얼 게임
19,20,(+1),엘소드,넥슨 코리아,롤플레잉
20,21,(-1),포트나이트,네오위즈,서바이벌
21,22,(-),바람의나라,넥슨 코리아,롤플레잉
22,23,(-),리니지2,엔씨소프트,롤플레잉
23,24,(+2),디아블로3,넥슨 코리아,롤플레잉
24,25,(-1),마비노기,액토즈소프트,롤플레잉
25,26,(-1),라테일,블리자드,롤플레잉
26,27,(+1),버블파이터,넥슨 코리아,롤플레잉
27,28,(+4),몬스터헌터 월드,로두마니 스튜디오,캐주얼 게임
28,29,(+1),스타크래프트: 브루드 워,넥슨 코리아,액션
29,30,(-3),마비노기 영웅전,블리자드 엔터테인먼트,RTS
0,1,(+1),리그 오브 레전드,라이엇 게임즈,AOS
1,2,(-1),메이플스토리,NEXON COMPANY,롤플레잉
2,3,(-),로스트아크,스마일게이트 STOVE,MMORPG
3,4,(-),피파온라인4,NEXON COMPANY,스포츠
4,5,(-),카트라이더,NEXON COMPANY,스포츠
5,6,(-),던전앤파이터,넥슨 코리아,액션
6,7,(-),배틀그라운드,"Kakao Games Corp., PUBG",FPS
7,8,(+2),천하제일상 거상,AK INTERACTIVE,롤플레잉
8,9,(-1),오버워치,블리자드,FPS
9,10,(-1),서든어택,넥슨 코리아,FPS
10,11,(-),마인크래프트,모장,어드벤처
11,12,(-),리니지,엔씨소프트,롤플레잉
12,13,(-),테일즈런너,스마일게이트 메가포트,캐주얼 게임
13,14,(-),블레이드앤소울,엔씨소프트,롤플레잉
14,15,(-),사이퍼즈,넥슨 코리아,액션
15,16,(-),검은사막,카카오게임즈,롤플레잉
16,17,(-),아이온: 영원의 탑,엔씨소프트,롤플레잉
17,18,(-),아스텔리아,NEXON Company,MMORPG
18,19,(-),크레이지 아케이드 비엔비,넥슨 코리아,캐주얼 게임
19,20,(-),엘소드,넥슨 코리아,롤플레잉
20,21,(+1),바람의나라,넥슨 코리아,롤플레잉
21,22,(+1),리니지2,엔씨소프트,롤플레잉
22,23,(-2),포트나이트,네오위즈,서바이벌
23,24,(-),디아블로3,블리자드,롤플레잉
24,25,(-),마비노기,넥슨 코리아,롤플레잉
25,26,(+1),버블파이터,로두마니 스튜디오,캐주얼 게임
26,27,(+1),몬스터헌터 월드,"CAPCOM CO., LTD.",액션
27,28,(-2),라테일,액토즈소프트,롤플레잉
0,1,(-),리그 오브 레전드,라이엇 게임즈,AOS
1,2,(+1),로스트아크,스마일게이트 STOVE,MMORPG
2,3,(-1),메이플스토리,NEXON COMPANY,롤플레잉
3,4,(-),피파온라인4,NEXON COMPANY,스포츠
4,5,(-),카트라이더,NEXON COMPANY,스포츠
5,6,(-),던전앤파이터,넥슨 코리아,액션
6,7,(-),배틀그라운드,"Kakao Games Corp., PUBG",FPS
7,8,(-),천하제일상 거상,AK INTERACTIVE,롤플레잉
8,9,(-),오버워치,블리자드,FPS
9,10,(-),서든어택,넥슨 코리아,FPS
10,11,(-),마인크래프트,모장,어드벤처
11,12,(-),리니지,엔씨소프트,롤플레잉
12,13,(-),테일즈런너,스마일게이트 메가포트,캐주얼 게임
13,14,(-),블레이드앤소울,엔씨소프트,롤플레잉
14,15,(-),사이퍼즈,넥슨 코리아,액션
15,16,(-),검은사막,카카오게임즈,롤플레잉
