,column-1,column-1 2,column-2,column-3,column-4
24,25,(-1),리니지2,㈜엔씨소프트,MMORPG
25,26,(+1),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
26,27,(-1),바람의나라,㈜넥슨코리아,MMORPG
27,28,(+2),디아블로3,블리자드 엔터테인먼트 코리아,롤플레잉
28,29,(-1),마비노기 영웅전,㈜넥슨코리아,액션 RPG
29,30,(-1),테라,㈜넥슨코리아,MMORPG
30,31,(-),포트나이트,에픽게임즈,빌딩 서바이벌 배틀로얄
31,32,(-),하스스톤,블리자드 엔터테인먼트,CCG
32,33,(-),파이널 판타지 14,㈜액토즈소프트,MMORPG
33,34,(+1),디아블로2,블리자드 엔터테인먼트,RPG
34,35,(-1),라테일,㈜액토즈소프트,횡스크롤 액션 MMORPG
35,36,(+1),데스티니 가디언즈,번지,액션 슈터
36,37,(-1),스페셜포스,㈜드래곤플라이,FPS
37,38,(+1),에이펙스 레전드,일레트로닉 아츠,배틀로얄
38,39,(-1),로스트사가,㈜위메이드,액션
39,40,(-),테일즈위버,㈜넥슨코리아,드라마틱 온라인 액션 RPG
0,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1,2,(-),피파온라인4,㈜넥슨코리아,스포츠
2,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
3,4,(-),아이온,㈜엔씨소프트,MMORPG
4,5,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
5,6,(-),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
6,7,(-),카트라이더,㈜넥슨코리아,레이싱
7,8,(+1),서든어택,㈜넥슨코리아,FPS
8,9,(+1),마인크래프트,엑스박스 게임 스튜디오,샌드박스
9,10,(+4),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
10,11,(-3),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
11,12,(-1),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
12,13,(-1),아키에이지,㈜엑스엘게임즈,판타지 RPG
13,14,(-1),리니지,㈜엔씨소프트,MMORPG
14,15,(-),월드 오브 워크래프트,블리자드 엔터테인먼트 코리아,MMORPG
15,16,(-),사이퍼즈,㈜넥슨코리아,액션
16,17,(-),발로란트,라이엇 게임즈,FPS
17,18,(+2),테일즈런너,㈜스마일게이트메가포트,레이싱
18,19,(-),엘소드,㈜넥슨코리아,횡스크롤 액션 MMORPG
19,20,(-2),블레이드앤소울,㈜엔씨소프트,MMORPG
20,21,(-),검은사막,㈜펄어비스,MMORPG
21,22,(-),마비노기,㈜넥슨코리아,MMORPG
22,23,(-),스타크래프트: 브루드 워,블리자드 엔터테인먼트 코리아,RTS
23,24,(+2),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
24,25,(+2),바람의나라,㈜넥슨코리아,MMORPG
25,26,(-2),패스 오브 엑자일,㈜카카오게임즈,ARPG
26,27,(-2),리니지2,㈜엔씨소프트,MMORPG
27,28,(+1),마비노기 영웅전,㈜넥슨코리아,액션 RPG
28,29,(-1),디아블로3,블리자드 엔터테인먼트 코리아,롤플레잉
29,30,(+1),포트나이트,에픽게임즈,빌딩 서바이벌 배틀로얄
30,31,(-1),테라,㈜넥슨코리아,MMORPG
31,32,(+1),파이널 판타지 14,㈜액토즈소프트,MMORPG
32,33,(-1),하스스톤,블리자드 엔터테인먼트,CCG
33,34,(-),디아블로2,블리자드 엔터테인먼트,RPG
34,35,(-),라테일,㈜액토즈소프트,횡스크롤 액션 MMORPG
35,36,(-),데스티니 가디언즈,번지,액션 슈터
36,37,(+2),로스트사가,㈜위메이드,액션
37,38,(NEW),클로저스,㈜넥슨코리아,벨트 스크롤 액션
38,39,(-1),에이펙스 레전드,일레트로닉 아츠,배틀로얄
39,40,(-3),스페셜포스,㈜드래곤플라이,FPS
0,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1,2,(-),피파온라인4,㈜넥슨코리아,스포츠
2,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
3,4,(NEW),엘리온,(주)카카오게임즈,MMORPG
4,5,(-1),아이온,㈜엔씨소프트,MMORPG
5,6,(-),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
6,7,(-2),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
7,8,(-1),카트라이더,㈜넥슨코리아,레이싱
8,9,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
9,10,(-2),서든어택,㈜넥슨코리아,FPS
10,11,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
11,12,(-2),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
12,13,(-1),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
13,14,(-),리니지,㈜엔씨소프트,MMORPG
14,15,(-2),아키에이지,㈜엑스엘게임즈,판타지 RPG
15,16,(-1),월드 오브 워크래프트,블리자드 엔터테인먼트 코리아,MMORPG
16,17,(-1),사이퍼즈,㈜넥슨코리아,액션
17,18,(-1),발로란트,라이엇 게임즈,FPS
18,19,(-1),테일즈런너,㈜스마일게이트메가포트,레이싱
19,20,(-1),엘소드,㈜넥슨코리아,횡스크롤 액션 MMORPG
20,21,(-1),블레이드앤소울,㈜엔씨소프트,MMORPG
21,22,(-1),검은사막,㈜펄어비스,MMORPG
22,23,(-1),마비노기,㈜넥슨코리아,MMORPG
23,24,(-),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
24,25,(-2),스타크래프트: 브루드 워,블리자드 엔터테인먼트 코리아,RTS
25,26,(-1),바람의나라,㈜넥슨코리아,MMORPG
26,27,(+1),마비노기 영웅전,㈜넥슨코리아,액션 RPG
27,28,(-2),패스 오브 엑자일,㈜카카오게임즈,ARPG
28,29,(-2),리니지2,㈜엔씨소프트,MMORPG
29,30,(-),포트나이트,에픽게임즈,빌딩 서바이벌 배틀로얄
30,31,(-2),디아블로3,블리자드 엔터테인먼트 코리아,롤플레잉
31,32,(-1),테라,㈜넥슨코리아,MMORPG
32,33,(-1),파이널 판타지 14,㈜액토즈소프트,MMORPG
33,34,(+1),라테일,㈜액토즈소프트,횡스크롤 액션 MMORPG
34,35,(-1),디아블로2,블리자드 엔터테인먼트,RPG
35,36,(+1),로스트사가,㈜위메이드,액션
36,37,(-4),하스스톤,블리자드 엔터테인먼트,CCG
37,38,(-),클로저스,㈜넥슨코리아,벨트 스크롤 액션
38,39,(+1),스페셜포스,㈜드래곤플라이,FPS
39,40,(-4),데스티니 가디언즈,번지,액션 슈터
0,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1,2,(-),피파온라인4,㈜넥슨코리아,스포츠
2,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
3,4,(-),엘리온,(주)카카오게임즈,MMORPG
4,5,(-),아이온,㈜엔씨소프트,MMORPG
5,6,(-),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
6,7,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
7,8,(-),카트라이더,㈜넥슨코리아,레이싱
8,9,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
9,10,(-),서든어택,㈜넥슨코리아,FPS
10,11,(+1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
