,column-1,column-1 2,column-2,column-3,column-4
0,1,,PLAYERUNKNOWN'S BATTLEGROUNDS,PUBG Corporation,FPS
1,2,,Stardew Valley,ConcernedApe,롤플레잉
2,3,,Grand Theft Auto V,Rockstar Games,액션
3,4,,ONE PIECE: PIRATE WARRIORS 4,BANDAI NAMCO Entertainment,액션
4,5,,DOOM Eternal,Bethesda Softworks,액션
5,6,,ARK: Survival Evolved,Studio Wildcard,어드벤처
6,7,,삼국지14,"KOEI TECMO GAMES CO., LTD.",전략
7,8,,Red Dead Redemption 2,Rockstar Games,어드벤처
8,9,,Ori and the Will of the Wisps,Xbox Game Studios,액션
9,10,,Undertale,tobyfox,롤플레잉
10,11,,The Forest,Endnight Games Ltd,액션
11,12,,하우스 플리퍼,"Frozen District, PlayWay S.A.",시뮬레이션
12,13,,Raft,Axolot Games,어드벤처
13,14,,THE WITCHER 3: WILD HUNT - GAME OF THE YEAR EDITION,CD PROJEKT RED,롤플레잉
14,15,,Monster Hunter World: Iceborne,"CAPCOM Co., Ltd.",액션
15,16,,Terraria,Re-Logic,롤플레잉
16,17,,Assassin's Creed® Syndicate,Ubisoft,액션
17,18,,DARK SOULS™ III,"FromSoftware, Inc., BANDAI NAMCO Entertainment",롤플레잉
18,19,,Dead by Daylight,Behaviour Digital Inc.,액션
19,20,,썸썸 편의점,"TALESSHOP Co., Ltd.",어드벤처
20,21,,Jump King,Nexile,어드벤처
21,22,,Football Manager 2020,SEGA,시뮬레이션
22,23,,HALO: THE MASTER CHIEF COLLECTION,Xbox Game Studios,FPS
23,24,,Total War: THREE KINGDOMS - A World Betrayed,SEGA,전략
24,25,,Viscera Cleanup Detail,RuneStorm,시뮬레이션
25,26,,Don't Starve Together,Klei Entertainment,어드벤처
26,27,,Granblue Fantasy: Versus,"XSEED Games, Marvelous USA, Inc.",액션
27,28,,Wallpaper Engine,Wallpaper Engine Team,유틸리티
28,29,,Call of Duty®: WWII,Activision,FPS
29,30,,Far Cry® 5,Ubisoft,액션
30,31,,Assassin's Creed® Origins,Ubisoft,액션
31,32,,7 Days to Die,The Fun Pimps Entertainment LLC,어드벤처
32,33,,Planet Zoo,Frontier Developments,시뮬레이션
33,34,,DARKEST DUNGEON®: ANCESTRAL EDITION,Red Hook Studios,롤플레잉
34,35,,스타워즈 제다이: 오더의 몰락™,Electronic Arts,액션
35,36,,Forager,Humble Bundle,어드벤처
36,37,,Left 4 Dead 2,Valve,FPS
37,38,,RimWorld - Royalty,Ludeon Studios,전략
38,39,,OCTOPATH TRAVELER™,Square Enix,롤플레잉
39,40,,Citadel: Forged with Fire,Blue Isle Publishing,롤플레잉
0,1,(-),플레이어언노운스 배틀그라운드,PUBG Corporation,FPS
1,2,(-),스타듀밸리,ConcernedApe,롤플레잉
2,3,(NEW),콜 오브 듀티 어드벤스드 워페어,2K,FPS
3,4,(-1),GTA5,Rockstar Games,액션
4,5,(-1),원피스: 해적무쌍 4,BANDAI NAMCO Entertainment,액션
5,6,(-1),둠 이터널,Bethesda Softworks,액션
6,7,(NEW),톰 클랜시 레인보우 식스 시즈,Ubisoft,FPS
7,8,(-1),삼국지 14,"KOEI TECMO GAMES CO., LTD.",전략
8,9,(-3),아크: 서바이벌 이볼브드,Studio Wildcard,어드벤처
9,9,(NEW),NBA 2K20,2K,스포츠
10,11,(-3),레드 데드 리뎀션 2,Rockstar Games,액션
11,12,(NEW),슈퍼 버니 맨,Catobyte Ltd,액션
12,13,(-3),언더테일,tobyfox,롤플레잉
13,14,(-5),오리와 도깨비불,Xbox Game Studios,액션
14,15,(NEW),보더랜드 3,2K,롤플레잉
15,16,(NEW),파운데이션,Polymorph Games,전략
16,17,(NEW),문명 6,2K,전략
17,18,(-6),더 포레스트,Endnight Games Ltd,서바이벌
18,19,(-6),철권 7,BANDAI NAMCO Entertainment,액션
19,20,(NEW),시티즈: 스카이 라인,Paradox Interactive,시뮬레이션
20,21,(NEW),하우스 플리퍼,Frozen District,시뮬레이션
21,22,(-10),러스트,Facepunch Studios,FPS
22,23,(-9),더 위쳐 3: 와일드 헌트-Game of the Year Edition,CD PROJEKT RED,롤플레잉
23,24,(-9),몬스터 헌터 월드: 아이스본,"CAPCOM Co., Ltd.",액션
24,25,(NEW),니어 : 오토마타,Square Enix,액션
25,26,(NEW),테라리아,Re-Logic,롤플레잉
26,27,(NEW),세키로: 섀도우 다이 트와이스,Activision (Excluding Japan and Asia),액션
27,28,(NEW),어쌔신크리드 신디케이트,Ubisoft,액션
28,29,(-11),다크소울 3,"FromSoftware, Inc., BANDAI NAMCO Entertainment",롤플레잉
29,30,(NEW),하프라이프: 알릭스,Valve,액션
30,31,(-11),썸썸 편의점,"TALESSHOP Co., Ltd.",어드벤처
31,32,(NEW),둠,Bethesda Softworks,FPS
32,33,(-14),데드 바이 데이라이트,Behaviour Digital Inc.,액션
33,34,(-9),비세라 클린업 디테일,RuneStorm,시뮬레이션
34,35,(NEW),유로 트럭 시뮬레이터 2,SCS Software,시뮬레이션
35,36,(-14),풋볼 매니저 2020,SEGA,시뮬레이션
36,37,(-8),콜 오브 듀티: WWII,Activision,FPS
37,38,(-17),점프 킹,Nexile,액션
38,39,(-9),파크라이 5,Ubisoft,액션
39,40,(-19),디비니티: 오리지널 신 2,Larian Studios,롤플레잉
0,1,(-),플레이어언노운스 배틀그라운드,PUBG Corporation,FPS
1,2,(-),히트맨 - GAME OF THE YEAR EDITION,Io-Interactive A/S,액션
2,3,(-),스타듀밸리,ConcernedApe,롤플레잉
3,4,(-),GTA5,Rockstar Games,액션
4,5,(-),원피스: 해적무쌍 4,BANDAI NAMCO Entertainment,액션
5,6,(-),몬스터 헌터 월드: 아이스본,"CAPCOM Co., Ltd.",액션
6,7,(-),둠 이터널,Bethesda Softworks,액션
7,8,(-),톰 클랜시 레인보우 식스 시즈,Ubisoft,FPS
8,9,(-),휴먼: 폴 플랫,Curve Digital,퍼즐
9,10,(-),NBA 2K20,2K,스포츠
10,11,(+7),마운트 앤 블레이드 2: 배너로드,TaleWorlds Entertainment,전략
11,12,(-),레드 데드 리뎀션 2,Rockstar Games,액션
12,13,(-2),삼국지 14,"KOEI TECMO GAMES CO., LTD.",전략
13,14,(NEW),툼 레이더,Square Enix,액션
14,15,(+2),보더랜드 3,2K,롤플레잉
15,16,(-1),아크: 서바이벌 이볼브드,Studio Wildcard,어드벤처
16,17,(+6),문명 6,2K,전략
17,18,(+8),철권 7,BANDAI NAMCO Entertainment,액션
18,19,(+8),더 위쳐 3: 와일드 헌트,CD PROJEKT RED,롤플레잉
19,20,(-7),오리와 도깨비불,Xbox Game Studios,액션
20,21,(+12),하프라이프: 알릭스,Valve,액션
21,22,(+10),테라리아,Re-Logic,롤플레잉
22,23,(+2),더 포레스트,Endnight Games Ltd,서바이벌
23,24,(+7),세키로: 섀도우 다이 트와이스,Activision (Excluding Japan and Asia),액션
24,25,(NEW),역전재판 123 나루호도 셀렉션,"CAPCOM Co., Ltd.",어드벤처
25,26,(NEW),워프레임,Digital Extremes,액션
26,27,(NEW),풋볼 매니저 2020,SEGA,시뮬레이션
27,28,(NEW),다잉 라이트,Techland Publishing,액션
28,29,(+11),데드 바이 데이라이트,Behaviour Digital Inc.,액션
29,30,(NEW),피드 앤 그로우: 피쉬,Greens s.r.o.,시뮬레이션
30,31,(NEW),성검전설3 TRIALS of MANA,Square Enix,롤플레잉
31,32,(NEW),래프트,Square Enix,어드벤처
32,33,(NEW),돈 스타브 투게더,Klei Entertainment,어드벤처
33,34,(NEW),비세라 클린업 디테일,RuneStorm,시뮬레이션
34,35,(NEW),플래닛 주,Frontier Developments,시뮬레이션
35,36,(NEW),월페이퍼 엔진,Wallpaper Engine Team,유틸리티
36,37,(NEW),플래닛 코스터,Frontier Developments,시뮬레이션
37,38,(NEW),바이오하자드 RE:3,"CAPCOM Co., Ltd.",액션
38,39,(NEW),레지던트 이블 2 / 바이오 하자드 RE:2,"CAPCOM Co., Ltd.",액션
39,40,(NEW),림월드,Ludeon Studios,전략
0,1,(-),플레이어언노운스 배틀그라운드,PUBG Corporation,FPS
1,2,(-),히트맨 - GAME OF THE YEAR EDITION,Io-Interactive A/S,액션
2,3,(-),스타듀밸리,ConcernedApe,롤플레잉
3,4,(-),GTA5,Rockstar Games,액션
4,5,(-),원피스: 해적무쌍 4,BANDAI NAMCO Entertainment,액션
5,6,(NEW),콜 오브 듀티: 모던 워페어,Activision,액션
6,7,(NEW),바이오하자드 RE:3,"CAPCOM Co., Ltd.",액션
7,8,(+3),마운트 앤 블레이드 2: 배너로드,TaleWorlds Entertainment,전략
8,9,(-2),둠 이터널,Bethesda Softworks,액션
9,10,(-),NBA 2K20,2K,스포츠
10,11,(-2),휴먼: 폴 플랫,Curve Digital,퍼즐
11,12,(+2),툼 레이더,Square Enix,액션
12,13,(-1),레드 데드 리뎀션 2,Rockstar Games,액션
13,14,(-1),삼국지 14,"KOEI TECMO GAMES CO., LTD.",전략
14,15,(+1),아크: 서바이벌 이볼브드,Studio Wildcard,어드벤처
15,16,(NEW),카운터 스트라이크: 글로벌 오펜시브,Valve,액션
16,17,(+1),철권 7,BANDAI NAMCO Entertainment,액션
17,18,(-1),문명 6,2K,전략
18,19,(NEW),슈퍼 버니 맨,Catobyte Ltd,액션
19,20,(+1),하프라이프: 알릭스,Valve,액션
20,21,(+1),테라리아,Re-Logic,롤플레잉
21,22,(-7),보더랜드 3,2K,롤플레잉
22,23,(+1),세키로: 섀도우 다이 트와이스,Activision (Excluding Japan and Asia),액션
23,24,(-18),몬스터 헌터 월드: 아이스본,"CAPCOM Co., Ltd.",액션
24,25,(NEW),다크소울 3,"FromSoftware, Inc., BANDAI NAMCO Entertainment",롤플레잉
25,26,(NEW),니어: 오토마타,Square Enix,액션
26,27,(-4),더 포레스트,Endnight Games Ltd,서바이벌
27,28,(NEW),하데스,Supergiant Games,액션
28,29,(-3),워프레임,Digital Extremes,액션
29,30,(-2),다잉 라이트,Techland Publishing,액션
30,31,(-11),오리와 도깨비불,Xbox Game Studios,액션
31,32,(NEW),문명 5,2K,전략
32,33,(NEW),하우스 플리퍼,Frozen District,시뮬레이션
33,34,(NEW),유로 트럭 시뮬레이터 2,SCS Software,시뮬레이션
34,35,(-8),풋볼 매니저 2020,SEGA,시뮬레이션
35,36,(-7),데드 바이 데이라이트,Behaviour Digital Inc.,액션
36,37,(NEW),전염병 주식회사: 이볼브드,Ndemic Creations,전략
37,38,(-8),피드 앤 그로우: 피쉬,Greens s.r.o.,시뮬레이션
38,39,(NEW),그린 헬,Creepy Jar,인디
39,40,(-21),더 위쳐 3: 와일드 헌트,CD PROJEKT RED,롤플레잉
0,1,(-),플레이어언노운스 배틀그라운드,PUBG Corporation,FPS
1,2,(+1),스타듀밸리,ConcernedApe,롤플레잉
2,3,(+1),GTA5,Rockstar Games,액션
3,4,(+20),몬스터 헌터 월드: 아이스본,"CAPCOM Co., Ltd.",액션
4,5,(+2),바이오하자드 RE:3,"CAPCOM Co., Ltd.",액션
5,6,(+5),휴먼: 폴 플랫,Curve Digital,퍼즐
6,7,(+3),NBA 2K20,2K,스포츠
7,8,(+4),툼 레이더,Square Enix,액션
8,9,(+4),레드 데드 리뎀션 2,Rockstar Games,액션
9,10,(NEW),파이널 판타지 7,Square Enix,롤플레잉
10,11,(-2),둠 이터널,Bethesda Softworks,액션
11,12,(+2),삼국지 14,"KOEI TECMO GAMES CO., LTD.",전략
12,13,(NEW),언더테일,tobyfox,롤플레잉
13,14,(+1),아크: 서바이벌 이볼브드,Studio Wildcard,어드벤처
14,15,(+2),철권 7,BANDAI NAMCO Entertainment,액션
15,16,(+2),문명 6,2K,전략
16,17,(+4),테라리아,Re-Logic,롤플레잉
17,18,(+4),보더랜드 3,2K,롤플레잉
18,19,(+8),더 포레스트,Endnight Games Ltd,서바이벌
19,20,(NEW),성검전설3 TRIALS of MANA,Square Enix,롤플레잉
20,21,(+18),그린 헬,Creepy Jar,인디
21,22,(+7),워프레임,Digital Extremes,액션
22,23,(+7),다잉 라이트,Techland Publishing,액션
23,24,(+8),문명 5,2K,전략
24,25,(+8),하우스 플리퍼,Frozen District,시뮬레이션
25,26,(+9),풋볼 매니저 2020,SEGA,시뮬레이션
26,27,(+11),피드 앤 그로우: 피쉬,Greens s.r.o.,시뮬레이션
27,28,(NEW),림월드,Ludeon Studios,전략
28,29,(+2),오리와 도깨비불,Xbox Game Studios,액션
29,30,(NEW),래프트,Square Enix,어드벤처
30,31,(NEW),폴아웃 76,Bethesda Softworks,롤플레잉
31,32,(NEW),플래닛 주,Frontier Developments,시뮬레이션
32,33,(NEW),돈 스타브 투게더,Klei Entertainment,어드벤처
33,34,(NEW),이브 온라인,CCP,대규모 멀티플레이
34,35,(NEW),플래닛 코스터,Frontier Developments,시뮬레이션
35,36,(NEW),레지던트 이블 2 / 바이오 하자드 RE:2,"CAPCOM Co., Ltd.",액션
36,37,(NEW),월페이퍼 엔진,Wallpaper Engine Team,유틸리티
37,38,(NEW),AI 소녀,ILLUSION,시뮬레이션
38,39,(NEW),프로젝트 윈터,Other Ocean Group,인디
39,40,(NEW),스타워즈 제다이: 오더의 몰락,Electronic Arts,액션
0,1,(-),플레이어언노운스 배틀그라운드,PUBG Corporation,FPS
1,2,(-),스타듀밸리,ConcernedApe,롤플레잉
2,3,(-),GTA5,Rockstar Games,액션
3,4,(-),몬스터 헌터 월드: 아이스본,"CAPCOM Co., Ltd.",액션
4,5,(NEW),마운트 앤 블레이드 2: 배너로드,TaleWorlds Entertainment,전략
5,6,(NEW),원피스 해적무쌍 4,BANDAI NAMCO Entertainment,액션
6,7,(NEW),노베나 디아볼로스,H5DEV Games,인디
7,8,(-2),휴먼: 폴 플랫,Curve Digital,퍼즐
8,9,(+3),삼국지14,"KOEI TECMO GAMES CO., LTD.",시뮬레이션
9,10,(-1),레드 데드 리뎀션 2,Rockstar Games,액션
10,11,(NEW),사이버펑크 2077,CD PROJEKT RED,롤플레잉
11,12,(+3),철권 7,BANDAI NAMCO Entertainment,액션
12,13,(+3),문명 6,2K,전략
13,14,(-),아크: 서바이벌 이볼브드,Studio Wildcard,어드벤처
14,15,(-4),둠 이터널,Bethesda Softworks,액션
15,16,(NEW),다크소울 3,"FromSoftware, Inc., BANDAI NAMCO Entertainment",롤플레잉
16,17,(+19),레지던트 이블 2 / 바이오 하자드 RE:2,"CAPCOM Co., Ltd.",액션
17,18,(NEW),시티즈: 스카이 라인,Paradox Interactive,시뮬레이션
18,19,(-2),테라리아,Re-Logic,롤플레잉
19,20,(-),성검전설3 TRIALS of MANA,Square Enix,롤플레잉
20,21,(NEW),베어 너클 4,Dotemu,액션
21,22,(NEW),드래곤볼 Z 카카로트,BANDAI NAMCO Entertainment,액션
22,23,(-5),보더랜드 3,2K,롤플레잉
23,24,(NEW),러스트,Facepunch Studios,FPS
24,25,(-4),그린 헬,Creepy Jar,인디
25,26,(NEW),스쿼드,Offworld Industries,액션
26,27,(NEW),하프라이프: 알릭스,Valve,액션
27,28,(NEW),파이널 판타지 15,Square Enix,롤플레잉
28,29,(NEW),미러,Paradise Project,어드벤처
29,30,(-2),림월드,Ludeon Studios,전략
30,31,(NEW),어쌔신크리드 오리진,Ubisoft,액션
31,32,(-1),폴아웃 76,Bethesda Softworks,롤플레잉
32,33,(NEW),뿌요뿌요 테트리스,SEGA,퍼즐
33,34,(-8),풋볼 매니저 2020,SEGA,시뮬레이션
34,35,(NEW),점프 킹,Nexile,액션
35,36,(-6),래프트,Square Enix,어드벤처
36,37,(NEW),드래곤 퀘스트 빌더즈 2: 파괴신 시도와 텅 빈 섬,Square Enix,롤플레잉
37,38,(NEW),기어스 택틱스,Xbox Game Studios,전략
38,39,(-6),돈 스타브 투게더,Klei Entertainment,어드벤처
39,40,(-3),월페이퍼 엔진,Wallpaper Engine Team,유틸리티
0,1,(-),플레이어언노운스 배틀그라운드,PUBG Corporation,FPS
1,2,(+1),GTA 5,Rockstar Games,액션
2,3,(-1),스타듀밸리,ConcernedApe,롤플레잉
3,4,(NEW),콜 오브 듀티: 모던 워페어 리마스터,Activision,액션
4,5,(-),마운트 앤 블레이드 2: 배너로드,TaleWorlds Entertainment,전략
5,6,(+1),노베나 디아볼로스,H5DEV Games,인디
6,7,(-1),원피스 해적무쌍 4,BANDAI NAMCO Entertainment,액션
7,8,(+2),레드 데드 리뎀션 2,Rockstar Games,액션
8,9,(-1),휴먼: 폴 플랫,Curve Digital,퍼즐
9,10,(NEW),썸썸 편의점,"TALESSHOP Co., Ltd.",어드벤처
10,11,(+1),철권 7,BANDAI NAMCO Entertainment,액션
11,12,(+9),베어 너클 4,Dotemu,액션
12,13,(-),문명 6,2K,전략
13,14,(+2),다크 소울 3,"FromSoftware, Inc., BANDAI NAMCO Entertainment",롤플레잉
14,15,(-1),아크: 서바이벌 이볼브드,Studio Wildcard,어드벤처
15,16,(-1),둠 이터널,Bethesda Softworks,액션
16,17,(+2),테라리아,Re-Logic,롤플레잉
17,18,(NEW),세키로: 섀도우 다이 트와이스,Activision (Excluding Japan and Asia),액션
18,19,(+3),드래곤볼 Z 카카로트,BANDAI NAMCO Entertainment,액션
19,20,(NEW),더 위쳐 3: 와일드 헌트,CD PROJEKT RED,롤플레잉
20,21,(NEW),더 포레스트,Endnight Games Ltd,서바이벌
21,22,(-18),몬스터 헌터 월드: 아이스본,"CAPCOM Co., Ltd.",액션
22,23,(+1),러스트,Facepunch Studios,FPS
23,24,(+1),그린 헬,Creepy Jar,인디
24,25,(NEW),하데스,Supergiant Games,액션
25,26,(+4),림월드,Ludeon Studios,전략
26,27,(NEW),다잉 라이트,Techland Publishing,액션
27,28,(+7),점프 킹,Nexile,액션
28,29,(+3),폴아웃 76,Bethesda Softworks,롤플레잉
29,30,(NEW),이브 온라인,CCP,대규모 멀티플레이
30,31,(+5),래프트,Square Enix,어드벤처
31,32,(NEW),피드 앤 그로우: 피쉬,Greens s.r.o.,시뮬레이션
32,33,(+1),풋볼 매니저 2020,SEGA,시뮬레이션
33,34,(NEW),진삼국무쌍8,"KOEI TECMO GAMES CO., LTD.",액션
34,35,(NEW),할로우 나이트,Team Cherry,액션
35,36,(+3),돈 스타브 투게더,Klei Entertainment,어드벤처
36,37,(+3),월페이퍼 엔진,Wallpaper Engine Team,유틸리티
37,38,(NEW),비세라 클린업 디테일,RuneStorm,시뮬레이션
38,39,(NEW),폴아웃 4,Bethesda Softworks,롤플레잉
39,40,(NEW),오리와 도깨비불,Xbox Game Studios,액션
0,1,(-),플레이어언노운스 배틀그라운드,PUBG Corporation,FPS
1,2,(-),GTA 5,Rockstar Games,액션
2,3,(-),스타듀밸리,ConcernedApe,롤플레잉
3,4,(+18),몬스터 헌터: 월드,"CAPCOM Co., Ltd.",액션
4,5,(+1),노베나 디아볼로스,H5DEV Games,인디
5,6,(-2),콜 오브 듀티: 모던 워페어 리마스터,Activision,액션
6,7,(NEW),어쌔신크리드 오딧세이,Ubisoft,롤플레잉
7,8,(NEW),삼국지14,"KOEI TECMO GAMES CO., LTD.",시뮬레이션
8,9,(NEW),NBA 2K20,2K,스포츠
9,10,(-2),레드 데드 리뎀션 2,Rockstar Games,액션
10,11,(-1),썸썸 편의점,"TALESSHOP Co., Ltd.",어드벤처
11,12,(-3),휴먼: 폴 플랫,Curve Digital,퍼즐
12,13,(NEW),사이버펑크 2077,CD PROJEKT RED,롤플레잉
13,14,(-),다크 소울 3,"FromSoftware, Inc., BANDAI NAMCO Entertainment",롤플레잉
14,15,(-2),문명 6,2K,전략
15,16,(NEW),성검전설3 TRIALS of MANA,Square Enix,롤플레잉
16,17,(NEW),시티즈: 스카이 라인,Paradox Interactive,시뮬레이션
17,18,(-1),테라리아,Re-Logic,롤플레잉
18,19,(-4),아크: 서바이벌 이볼브드,Studio Wildcard,어드벤처
19,20,(-),더 위쳐 3: 와일드 헌트,CD PROJEKT RED,롤플레잉
20,21,(NEW),니어: 오토마타,Square Enix,액션
21,22,(-17),마운트 앤 블레이드 2: 배너로드,TaleWorlds Entertainment,전략
22,23,(+3),림월드,Ludeon Studios,전략
23,24,(-),그린 헬,Creepy Jar,인디
24,25,(NEW),데드 바이 데이라이트,Behaviour Digital Inc.,액션
25,26,(NEW),로보토미 코퍼레이션,ProjectMoon,인디
26,27,(NEW),유로 트럭 시뮬레이터 2,SCS Software,시뮬레이션
27,28,(+9),월페이퍼 엔진,Wallpaper Engine Team,유틸리티
28,29,(+6),할로우 나이트,Team Cherry,액션
29,30,(+1),래프트,Square Enix,어드벤처
30,31,(+2),풋볼 매니저 2020,SEGA,시뮬레이션
31,32,(-3),폴아웃 76,Bethesda Softworks,롤플레잉
32,33,(NEW),포 더 킹,Curve Digital,롤플레잉
33,34,(NEW),파크라이 5,Ubisoft,액션
34,35,(+1),돈 스타브 투게더,Klei Entertainment,어드벤처
35,36,(NEW),하우스 플리퍼,Frozen District,시뮬레이션
36,37,(-1),비세라 클린업 디테일,RuneStorm,시뮬레이션
37,38,(NEW),토탈 워: 워해머 2,SEGA,전략
38,39,(NEW),디비니티: 오리지널 신 2,Larian Studios,롤플레잉
39,40,(-),오리와 도깨비불,Xbox Game Studios,액션
0,1,(+1),GTA 5,Rockstar Games,액션
1,2,(-1),플레이어언노운스 배틀그라운드,PUBG Corporation,FPS
2,3,(+12),문명 6,2K,전략
3,4,(-1),스타듀밸리,ConcernedApe,롤플레잉
4,5,(-),노베나 디아볼로스,H5DEV Games,인디
5,6,(-2),몬스터 헌터: 월드,"CAPCOM Co., Ltd.",액션
6,7,(+4),썸썸 편의점,"TALESSHOP Co., Ltd.",어드벤처
7,8,(+1),NBA 2K20,2K,스포츠
8,9,(+1),레드 데드 리뎀션 2,Rockstar Games,액션
9,10,(-2),삼국지14,"KOEI TECMO GAMES CO., LTD.",시뮬레이션
10,11,(+11),마운트 앤 블레이드 2: 배너로드,TaleWorlds Entertainment,전략
11,12,(+1),사이버펑크 2077,CD PROJEKT RED,롤플레잉
12,13,(-1),휴먼: 폴 플랫,Curve Digital,퍼즐
13,14,(+4),테라리아,Re-Logic,롤플레잉
14,15,(NEW),철권 7,BANDAI NAMCO Entertainment,액션
15,16,(+1),시티즈: 스카이 라인,Paradox Interactive,시뮬레이션
16,17,(+3),더 위쳐 3: 와일드 헌트,CD PROJEKT RED,롤플레잉
17,18,(NEW),데스티니: 가디언즈,Bungie,액션
18,19,(NEW),둠 이터널,Bethesda Softworks,액션
19,20,(NEW),보더랜드 3,2K,롤플레잉
20,21,(-2),아크: 서바이벌 이볼브드,Studio Wildcard,어드벤처
21,22,(NEW),더 포레스트,Endnight Games Ltd,서바이벌
22,23,(NEW),쓰르라미 울 적에,MangaGamer,어드벤처
23,24,(NEW),데스 스트랜딩,505 Games,액션
24,25,(-2),림월드,Ludeon Studios,전략
25,26,(+7),포 더 킹,Curve Digital,롤플레잉
26,27,(-1),로보토미 코퍼레이션,ProjectMoon,인디
27,28,(-3),데드 바이 데이라이트,Behaviour Digital Inc.,액션
28,29,(-5),그린 헬,Creepy Jar,인디
29,30,(-1),할로우 나이트,Team Cherry,액션
30,31,(NEW),다잉 라이트,Techland Publishing,액션
31,32,(-4),월페이퍼 엔진,Wallpaper Engine Team,유틸리티
32,33,(NEW),더 크루 2,Ubisoft,레이싱
33,34,(NEW),드래곤 퀘스트 빌더즈 2 파괴신 시도와 텅 빈 섬,Square Enix,롤플레잉
34,35,(-5),래프트,Square Enix,어드벤처
35,36,(-5),풋볼 매니저 2020,SEGA,시뮬레이션
36,37,(-1),하우스 플리퍼,Frozen District,시뮬레이션
37,38,(NEW),하프라이프: 알릭스,Valve,액션
38,39,(-2),비세라 클린업 디테일,RuneStorm,시뮬레이션
39,40,(NEW),진삼국무쌍8,"KOEI TECMO GAMES CO., LTD.",액션
0,1,(-),GTA 5,Rockstar Games,액션
1,2,(-),플레이어언노운스 배틀그라운드,PUBG Corporation,FPS
2,3,(-),문명 6,2K,전략
3,4,(-),스타듀밸리,ConcernedApe,롤플레잉
4,5,(+1),몬스터 헌터 월드: 아이스본,"CAPCOM Co., Ltd.",액션
5,6,(+1),썸썸 편의점,"TALESSHOP Co., Ltd.",어드벤처
6,7,(-2),노베나 디아볼로스,H5DEV Games,인디
7,8,(+1),레드 데드 리뎀션 2,Rockstar Games,액션
8,9,(+5),테라리아,Re-Logic,롤플레잉
9,10,(+2),사이버펑크 2077,CD PROJEKT RED,롤플레잉
10,11,(NEW),원피스 해적무쌍 4,BANDAI NAMCO Entertainment,액션
11,12,(+4),시티즈: 스카이 라인,Paradox Interactive,시뮬레이션
12,13,(-),휴먼: 폴 플랫,Curve Digital,퍼즐
13,14,(NEW),헬테이커,vanripper,인디
14,15,(-4),마운트 앤 블레이드 2: 배너로드,TaleWorlds Entertainment,전략
15,16,(-1),철권 7,BANDAI NAMCO Entertainment,액션
16,17,(NEW),더 위쳐 3: 와일드 헌트,CD PROJEKT RED,롤플레잉
17,18,(NEW),카운터 스트라이크: 글로벌 오펜시브,Valve,슈팅
18,19,(+3),더 포레스트,Endnight Games Ltd,서바이벌
19,20,(+1),아크: 서바이벌 이볼브드,Studio Wildcard,어드벤처
20,21,(+6),로보토미 코퍼레이션,ProjectMoon,인디
21,22,(+6),데드 바이 데이라이트,Behaviour Digital Inc.,액션
22,23,(+9),월페이퍼 엔진,Wallpaper Engine Team,유틸리티
23,24,(+9),더 크루 2,Ubisoft,레이싱
24,25,(NEW),서브노티카,Unknown Worlds Entertainment,어드벤처
25,26,(NEW),폴아웃 4,Bethesda Softworks,롤플레잉
26,27,(+4),다잉 라이트,Techland Publishing,액션
27,28,(NEW),유로 트럭 시뮬레이터 2,SCS Software,시뮬레이션
28,29,(+6),래프트,Square Enix,어드벤처
29,30,(+7),하우스 플리퍼,Frozen District,시뮬레이션
30,31,(NEW),다키스트 던전,Red Hook Studios,롤플레잉
31,32,(NEW),토탈 워: 워해머 2,SEGA,전략
32,33,(+3),풋볼 매니저 2020,SEGA,시뮬레이션
33,34,(NEW),디비니티: 오리지널 신 2,Larian Studios,롤플레잉
34,35,(NEW),라이브러리 오브 루이나,ProjectMoon,인디
35,36,(NEW),돈 스타브 투게더,Klei Entertainment,어드벤처
36,37,(NEW),삼국지 13,"KOEI TECMO GAMES CO., LTD.",시뮬레이션
37,38,(+1),비세라 클린업 디테일,RuneStorm,시뮬레이션
38,39,(NEW),스테이트 오브 디케이 2,Xbox Game Studios,액션
39,40,(NEW),디제이맥스 리스펙트 V,NEOWIZ,스포츠
0,1,(-),GTA 5,Rockstar Games,액션
1,2,(-),플레이어언노운스 배틀그라운드,PUBG Corporation,FPS
2,3,(-),문명 6,2K,전략
3,4,(-),스타듀밸리,ConcernedApe,롤플레잉
4,5,(+1),썸썸 편의점,"TALESSHOP Co., Ltd.",어드벤처
5,6,(+3),테라리아,Re-Logic,롤플레잉
6,7,(+1),레드 데드 리뎀션 2,Rockstar Games,액션
7,8,(NEW),삼국지 14,"KOEI TECMO GAMES CO., LTD.",전략
8,9,(+1),사이버펑크 2077,CD PROJEKT RED,롤플레잉
9,10,(+3),휴먼: 폴 플랫,Curve Digital,퍼즐
10,11,(-),원피스 해적무쌍 4,BANDAI NAMCO Entertainment,액션
11,12,(+4),철권 7,BANDAI NAMCO Entertainment,액션
12,13,(+2),마운트 앤 블레이드 2: 배너로드,TaleWorlds Entertainment,전략
13,14,(+5),더 포레스트,Endnight Games Ltd,서바이벌
14,15,(+6),로보토미 코퍼레이션,ProjectMoon,인디
15,16,(NEW),킹덤 컴 : 딜리버랜스,Warhorse Studios,액션
16,17,(NEW),바이오하자드 RE:3,"CAPCOM Co., Ltd.",액션
17,18,(NEW),슈퍼 버니 맨,Catobyte Ltd,액션
18,19,(NEW),림월드,Ludeon Studios,전략
